ID,Time Started,Time Finished,Manufacturer,OS,Audience,Country,Area,County,City,Provider,Gender,Age,Year Of Birth,How often do you hear about inflation in the media?,How often do you hear about COVID-19 in the media?,How often do you hear about climate change in the media?,How often do you hear about border security in the media?,How often do you hear about gun policies in the media?,How often do you hear about abortion in the media?,How often do you hear about Ukraine in the media?,Marital Status,Number of children,Education,Employment Status,Career,Race,Income,Spoken Languages,Organization Role,Number of Employees,Residential Postal Code,Location Postal Code,US Census Region,US Census Division,US Congressional District,DMA Code,DMA Name,Weight,
-1556781214,2022-11-28 20:08:15,2022-11-28 20:08:47,Unknown,iOS,Audience 1,US,North Carolina,"Iredell, North Carolina, United States",Mooresville,Unknown,male,18 - 24,2004,At least once a week,At least once a week,At least once a week,Several times a year,Never,Never,Several times a year,single,zero,high_school,unemployed_not_looking,telecommunications,white,middle_i,en,business_administrator,do_not_work,28117 US,28117,South,South Atlantic,13,517,Charlotte,2.08,
808494783,2022-11-28 19:02:48,2022-11-28 19:03:11,Unknown,Web,Audience 1,US,North Carolina,"Lincoln, North Carolina, United States",Denver,Unknown,female,35 - 44,1982,At least once a week,At least once a week,Once a year or less,Several times a year,Several times a year,At least once a month,At least once a month,living_with_partner,zero,vocational_technical_college,employed_for_wages,manufacturing_computer_and_electronics,white,middle_i,en,administrative_clerical,twohundrendfiftyone_to_fivehundrends,28610 US,28037,South,South Atlantic,10,517,Charlotte,0.55,
838071322,2022-11-30 16:48:18,2022-11-30 16:48:42,Unknown,Web,Audience 1,US,North Carolina,"Yancey, North Carolina, United States",Burnsville,Unknown,female,25 - 34,1993,At least once a month,At least once a week,At least once a month,Several times a year,At least once a month,At least once a month,At least once a month,single,zero,high_school,unable_to_work,other,white,lower_ii,en,other_non_management,do_not_work,28740 US,28714,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.57,
189241546,2022-11-29 07:22:22,2022-11-29 07:22:41,Apple,iOS,Audience 1,US,North Carolina,"New Hanover, North Carolina, United States",Carolina Beach,Unknown,male,> 54,1952,Several times a year,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,one,university,retired,other,white,middle_ii,en,other_non_management,do_not_work,28449 US,28428,South,South Atlantic,7,550,Wilmington,2.41,
-1818623017,2022-11-30 01:26:59,2022-11-30 01:27:21,Unknown,Android,Audience 1,US,North Carolina,"Haywood, North Carolina, United States",Waynesville,Unknown,female,35 - 44,1980,Several times a year,At least once a month,Several times a year,At least once a month,At least once a month,Never,Several times a year,married,three,vocational_technical_college,employed_for_wages,retail,multiracial,lower_i,en,administrative_clerical,fivehundrendsone_to_thousand,28786 US,28786,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.55,
1846822820,2022-11-28 16:37:17,2022-11-28 16:37:39,Unknown,Android,Audience 1,US,North Carolina,"Alamance, North Carolina, United States",Elon,Unknown,female,35 - 44,1979,At least once a week,At least once a week,Several times a year,Several times a year,At least once a month,At least once a month,At least once a month,married,two,high_school,homemaker,homemaker,white,middle_i,en,prefer_not_to_say,do_not_work,28081 US,27244,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.55,
-361284561,2022-11-28 16:31:26,2022-11-28 16:32:02,Apple,iOS,Audience 1,US,North Carolina,"Gaston, North Carolina, United States",Mount Holly,Unknown,male,25 - 34,1989,At least once a month,At least once a month,Several times a year,Several times a year,Several times a year,Several times a year,At least once a month,living_with_partner,zero,university,employed_for_wages,construction,white,middle_i,en,other_non_management,fivehundrendsone_to_thousand,28120 US,28120,South,South Atlantic,10,517,Charlotte,0.69,
650258590,2022-11-29 05:27:32,2022-11-29 05:28:11,Unknown,Android,Audience 1,US,North Carolina,"Polk, North Carolina, United States",Tryon,Unknown,male,35 - 44,1985,At least once a week,At least once a month,Once a year or less,Several times a year,At least once a week,Several times a year,Never,married,three,high_school,employed_for_wages,security,white,lower_ii,en,project_management,twohundrendfiftyone_to_fivehundrends,29356 US,28782,South,South Atlantic,10,567,Greenvll-Spart-Ashevll-And,0.71,
-726660945,2022-11-28 17:05:13,2022-11-28 17:05:41,Unknown,Web,Audience 1,US,North Carolina,"Hoke, North Carolina, United States",Raeford,Unknown,female,45 - 54,1976,At least once a week,At least once a month,At least once a week,At least once a month,At least once a week,At least once a week,At least once a week,separated,four,vocational_technical_college,unemployed_not_looking,homemaker,black,lower_i,en,other_non_management,do_not_work,28376 US,28376,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),0.7,
-885753039,2022-11-28 16:58:13,2022-11-28 16:58:49,Unknown,Web,Audience 1,US,North Carolina,"Johnston, North Carolina, United States",Smithfield,Unknown,female,18 - 24,1998,At least once a week,At least once a week,At least once a month,Several times a year,Several times a year,At least once a month,At least once a month,living_with_partner,zero,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,en,other_non_management,twohundrendfiftyone_to_fivehundrends,27520 US,27577,South,South Atlantic,7,560,Raleigh-Durham (Fayetvlle),0.84,
-286849647,2022-11-28 20:09:46,2022-11-28 20:10:12,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",McLeansville,Unknown,female,18 - 24,1998,At least once a week,At least once a month,At least once a month,At least once a month,Several times a year,At least once a month,Never,single,zero,university,student,other,latino,high_ii,"en,es",sales_staff,six_to_ten,,27301,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,0.84,
-1425912511,2022-11-28 18:58:21,2022-11-28 18:58:42,Unknown,Web,Audience 1,US,North Carolina,"Durham, North Carolina, United States",Durham,Unknown,female,18 - 24,2000,At least once a month,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,At least once a month,living_with_partner,zero,high_school,student,other,black,middle_i,en,prefer_not_to_say,do_not_work,27713 US,27703,South,South Atlantic,4,560,Raleigh-Durham (Fayetvlle),0.48,
-1882035271,2022-11-29 02:29:01,2022-11-29 02:29:44,Apple,iOS,Audience 1,US,North Carolina,"Forsyth, North Carolina, United States",Winston-Salem,Unknown,female,25 - 34,1990,At least once a week,Once a year or less,Once a year or less,Once a year or less,Never,At least once a week,At least once a month,married,zero,high_school,other,other,white,lower_i,en,other_non_management,prefer_not_to_say,,27106,South,South Atlantic,5,518,Greensboro-H.Point-W.Salem,0.57,
1900378766,2022-11-28 20:43:01,2022-11-28 20:43:28,Unknown,Android,Audience 1,US,North Carolina,"Lee, North Carolina, United States",Sanford,Unknown,female,35 - 44,1978,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,At least once a week,married,two,high_school,homemaker,homemaker,white,lower_i,en,prefer_not_to_say,do_not_work,28384 US,27330,South,South Atlantic,8,560,Raleigh-Durham (Fayetvlle),0.7,
-2058436219,2022-11-29 01:53:55,2022-11-29 01:54:37,Unknown,Android,Audience 1,US,North Carolina,"Onslow, North Carolina, United States",Jacksonville,Unknown,male,25 - 34,1993,At least once a week,At least once a week,At least once a month,At least once a week,At least once a week,Several times a year,At least once a week,single,zero,high_school,military,military,other,middle_i,en,supervisor,greater_than_fivethousands,28544 US,28546,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,0.69,
1903343013,2022-11-28 16:31:22,2022-11-28 16:31:57,Unknown,Web,Audience 1,US,North Carolina,"Craven, North Carolina, United States",New Bern,Unknown,female,45 - 54,1970,At least once a month,At least once a week,Several times a year,Several times a year,At least once a month,At least once a month,At least once a month,separated,one,postgraduate,employed_for_wages,other,black,lower_i,en,owner_partner,one,28458 US,28562,South,South Atlantic,3,545,Greenville-N.Bern-Washngtn,1.18,
1052882879,2022-11-28 22:12:54,2022-11-28 22:14:05,Unknown,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Shallotte,Unknown,female,35 - 44,1983,Once a year or less,At least once a month,Once a year or less,Never,At least once a month,At least once a week,Once a year or less,separated,one,high_school,employed_for_wages,information_other,white,lower_i,en,business_administrator,six_to_ten,28470 US,28470,South,South Atlantic,7,550,Wilmington,0.55,
-790211096,2022-11-28 16:17:41,2022-11-28 16:19:06,Unknown,Web,Audience 1,US,North Carolina,"Columbus, North Carolina, United States",Whiteville,Unknown,female,25 - 34,1991,Never,Never,Never,Never,Never,Never,Never,single,zero,vocational_technical_college,unable_to_work,other,multiracial,lower_i,en,prefer_not_to_say,do_not_work,28431 US,28472,South,South Atlantic,7,550,Wilmington,0.57,
-764445729,2022-11-28 17:44:15,2022-11-28 17:44:49,Unknown,Web,Audience 1,US,North Carolina,"Jackson, North Carolina, United States",Cullowhee,Unknown,female,18 - 24,2003,At least once a week,At least once a week,At least once a week,At least once a month,At least once a week,At least once a month,At least once a month,prefer_not_to_say,zero,high_school,student,education,white,high_i,en,other_non_management,fiftyone_to_hundrend,28277 US,28723,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.48,
-1365469336,2022-11-28 16:43:19,2022-11-28 16:43:56,Apple,iOS,Audience 1,US,North Carolina,"Brunswick, North Carolina, United States",Supply,Unknown,female,18 - 24,2002,Several times a year,At least once a month,Several times a year,Several times a year,Several times a year,Several times a year,At least once a month,single,zero,high_school,employed_for_wages,hotel_and_food_services,asian,lower_ii,en,supervisor,twentysix_to_fifty,28462 US,28462,South,South Atlantic,7,550,Wilmington,0.48,
-1930151666,2022-11-28 18:39:21,2022-11-28 18:40:02,Unknown,Web,Audience 1,US,North Carolina,"Rockingham, North Carolina, United States",Ruffin,Unknown,female,> 54,1963,At least once a week,At least once a month,At least once a month,At least once a month,At least once a month,Several times a year,At least once a week,divorced,two,vocational_technical_college,employed_for_wages,personal_services,white,middle_i,en,other_non_management,two_to_five,27326 US,27326,South,South Atlantic,6,518,Greensboro-H.Point-W.Salem,2.24,
-1929257995,2022-12-06 20:48:23,2022-12-06 20:49:18,Unknown,Web,Audience 1,US,North Carolina,"Pender, North Carolina, United States",Hampstead,Unknown,male,> 54,1946,At least once a week,Several times a year,At least once a month,At least once a month,At least once a month,At least once a month,At least once a week,married,zero,postgraduate,retired,other,white,high_iii,en,not_work,do_not_work,28443 US,28443,South,South Atlantic,7,550,Wilmington,2.16,
1504689858,2022-11-28 19:56:47,2022-11-28 19:57:18,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",High Point,Unknown,male,18 - 24,2001,At least once a week,At least once a month,Once a year or less,At least once a month,Several times a year,Once a year or less,Never,living_with_partner,one,high_school,student,broadcasting,latino,high_i,en,administrative_clerical,do_not_work,,27265,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.58,
-581083738,2022-11-28 16:42:45,2022-11-28 16:43:28,Apple,iOS,Audience 1,US,North Carolina,"Mecklenburg, North Carolina, United States",Charlotte,Verizon,female,45 - 54,1973,Several times a year,At least once a week,Several times a year,Never,Once a year or less,Once a year or less,Once a year or less,living_with_partner,zero,high_school,unemployed_looking,transportation_and_warehousing,white,lower_ii,en,other_non_management,do_not_work,29486 US,28205,South,South Atlantic,12,517,Charlotte,1.18,
-116746814,2022-11-28 21:32:53,2022-11-28 21:34:01,Unknown,Web,Audience 1,US,North Carolina,"Guilford, North Carolina, United States",High Point,Unknown,female,25 - 34,1988,At least once a month,At least once a week,Several times a year,Once a year or less,At least once a month,At least once a month,At least once a month,living_with_partner,three,university,homemaker,homemaker,black,middle_ii,en,prefer_not_to_say,greater_than_fivethousands,27370 US,27263,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,0.59,
-911935151,2022-11-28 17:13:57,2022-11-28 17:14:53,Unknown,Android,Audience 1,US,North Carolina,"Iredell, North Carolina, United States",Mooresville,Unknown,female,> 54,1955,At least once a week,At least once a month,At least once a month,At least once a month,Several times a year,At least once a month,Several times a year,married,zero,high_school,retired,other,white,lower_ii,en,not_work,do_not_work,27013 US,28117,South,South Atlantic,13,517,Charlotte,2.76,
358153195,2022-11-28 16:09:26,2022-11-28 16:09:58,Apple,iOS,Audience 1,US,North Carolina,"Davidson, North Carolina, United States",Thomasville,Unknown,female,> 54,1966,At least once a week,At least once a month,At least once a month,Several times a year,At least once a week,At least once a week,At least once a week,single,two,vocational_technical_college,employed_for_wages,finance_and_insurance,hispanic,lower_ii,en,other_non_management,greater_than_fivethousands,27360 US,27360,South,South Atlantic,13,518,Greensboro-H.Point-W.Salem,1.6,
-917610812,2022-11-28 20:37:07,2022-11-28 20:37:33,Unknown,Android,Audience 1,US,North Carolina,"Edgecombe, North Carolina, United States",Rocky Mount,Unknown,male,25 - 34,1991,Never,Never,Several times a year,Several times a year,At least once a month,Several times a year,At least once a month,separated,one,high_school,employed_for_wages,construction,black,lower_ii,en,owner_partner,one,27804 US,27804,South,South Atlantic,2,560,Raleigh-Durham (Fayetvlle),0.69,
1508106385,2022-11-28 16:09:45,2022-11-28 16:10:14,Unknown,iOS,Audience 1,US,North Carolina,"Buncombe, North Carolina, United States",Asheville,Unknown,female,18 - 24,2000,At least once a week,At least once a month,Once a year or less,Never,Once a year or less,Several times a year,Several times a year,single,zero,high_school,student,personal_services,white,lower_i,en,faculty_staff,fiftyone_to_hundrend,37876 US,28806,South,South Atlantic,11,567,Greenvll-Spart-Ashevll-And,0.48,
